"Year","Afghanistan","Angola","Albania","UnitedArabEmirates","Argentina","Armenia","Australia","Austria","Azerbaijan","Burundi","Belgium","Benin","BurkinaFaso","Bangladesh","Bulgaria","Bahrain","BosniaandHerzegovina","Belarus","Bolivia(PlurinationalStateof)","Brazil","Barbados","Botswana","CentralAfricanRepublic","Canada","Switzerland","Chile","China","Côted'Ivoire","Cameroon","D.R.oftheCongo","Congo","Colombia","Comoros","CaboVerde","CostaRica","Czechoslovakia","Cuba","Cyprus","CzechRepublic","Germany","Djibouti","Dominica","Denmark","DominicanRepublic","Algeria","Ecuador","Egypt","Spain","Estonia","Ethiopia","Finland","France","Gabon","UnitedKingdom","Georgia","Ghana","Guinea","Gambia","Guinea-Bissau","EquatorialGuinea","Greece","Guatemala","ChinaHongKongSAR","Honduras","Croatia","Haiti","Hungary","Indonesia","India","Ireland","Iran(IslamicRepublicof)","Iraq","Iceland","Israel","Italy","Jamaica","Jordan","Japan","Kazakhstan","Kenya","Kyrgyzstan","Cambodia","RepublicofKorea","Kuwait","LaoPeople'sDR","Lebanon","Liberia","Libya","SaintLucia","SriLanka","Lesotho","Lithuania","Luxembourg","Latvia","Morocco","RepublicofMoldova","Madagascar","Mexico","TFYRofMacedonia","Mali","Malta","Myanmar","Montenegro","Mongolia","Mozambique","Mauritania","Mauritius","Malawi","Malaysia","Namibia","Niger","Nigeria","Nicaragua","Netherlands","Norway","Nepal","NewZealand","Oman","Pakistan","Panama","Peru","Philippines","Poland","PuertoRico","D.P.R.ofKorea","Portugal","Paraguay","StateofPalestine","Qatar","Romania","RussianFederation","Rwanda","SaudiArabia","Sudan(Former)","Senegal","Singapore","SierraLeone","ElSalvador","Serbia","SaoTomeandPrincipe","FormerUSSR","Slovakia","Slovenia","Sweden","Swaziland","Seychelles","SyrianArabRepublic","Chad","Togo","Thailand","Tajikistan","Turkmenistan","TrinidadandTobago","Tunisia","Turkey","TaiwanProvinceofChina","U.R.ofTanzania:Mainland","Uganda","Ukraine","Uruguay","UnitedStates","Uzbekistan","Venezuela(BolivarianRepublicof)","VietNam","Yemen","FormerYugoslavia","SouthAfrica","Zambia","Zimbabwe"
"1913","","","1293","","6052","","8220","5523","","","6727","","","","","","","","1862","1046","","","","7088","8172","4836","985","","","","","1347","","","","3341","2120","","","5815","","","6236","","1854","1506","1674","3067","","","3365","5555","","8212","","1245","","","","","1876","","2354","","","","3344","1361","1073","4361","1275","1275","","","4057","974","1594","2431","","","","","1171","","","2311","","","","1967","","","","","1132","","","2004","","","","1092","","","","","","","1289","","","","","6454","4415","870","8212","","","2927","1645","1575","2772","","1216","1992","","2016","","767","","","956","","","1812","","","","","2254","","","4581","","","2072","","","1341","","","","1407","1473","1286","","","","4838","10108","","1750","1159","","1551","","",""
"1914","","","","","5263","","8013","4584","","","6253","","","","","","","","1769","1004","","","","6416","7595","4071","","","","","","1372","","","","","2173","","","4876","","","6551","","","1537","","2962","","","3190","5158","","8131","","","","","","","2394","","","","","","","1345","1130","","","","","","3835","","","2358","","","","","1254","","","","","","","1929","","","","","","","","2007","","","","","","","","","","","1445","","","","","6166","4336","","8271","","","3084","1615","1517","","","1219","2005","","","","644","","","","","","2166","","","","","2152","","","4678","","","","","","","","","","","","1240","","","","3773","9096","","2020","","","","","",""
"1915","","","","","5171","","7806","4229","","","6150","","","","","","","","1798","1028","","","","6747","7459","3813","","","","","","1407","","","","","2146","","","4621","","","6022","","","1567","","2973","","","3000","5177","","8639","","","","","","","1822","","","","","","","1349","1101","","","","","","3642","","","2512","","","","","1261","","","","","","","1811","","","","","","","","1978","","","","","","","","","","","1542","","","","","6258","4407","","8247","","","3064","1733","1395","","","1286","1957","","","","","","","","","","2209","","","","","2216","","","4841","","","","","","","","","","","","1291","","","","3532","9164","","2020","","","","","",""
"1916","","","","","4927","","7775","4189","","","6503","","","","","","","","1839","1036","","","","7406","8079","4600","","","","","","1452","","","","","2249","","","4678","","","6202","","","1583","","3076","","","3017","5520","","8702","","","","","","","1549","","","","","","","1344","1132","","","","","","3942","","","2829","","","","","1315","","","","","","","1870","","","","","","","","2130","","","","1312","","","","","","","1389","","","","","6306","4803","","8161","","","2888","1889","1599","","","1385","1967","","","","","","","","","","1827","","","","","1969","","","5109","","","","","","","","","","","","1392","","","","3435","10222","","1884","","","","","",""
"1917","","","","","4447","","7637","4122","","","5609","","","","","","","","1957","1086","","","","7653","7841","4621","","","","","","1482","","","","","2275","","","4705","","","5765","","","1599","","3014","","","2520","4748","","8665","","","","","","","1352","","","","","","","1333","1111","","","","","","3955","","","2941","","","","","1366","","","","","","","1941","","","","","","","","2220","","","","","","","","","","","1719","","","","","5781","4286","","7983","","","2732","1934","1830","","","1308","1932","","","","","","","","","","2530","","","","","1729","","","4799","","","","","","","","","","","","1561","","","","3918","9769","","1962","","","","","",""
"1918","","","","","5177","","7336","4073","","","4560","","","","","","","","1965","1041","","","","7079","7116","4602","","","","","","1535","","","","","2302","","","4755","","","5514","","","1615","","2979","","","2184","3819","","8630","","","","","","","2279","","","","","","","1358","968","","","","","","3856","","","2973","","","","","1427","","","","","","","1765","","","","","","","","2308","","","","","","","","","","","1795","","","","","5343","4023","","7828","","","2630","1921","2050","","","1382","1833","","","","","","","","","","1978","","","","","1058","","","4434","","","","","","","","","","","832","1492","","","","3918","10471","","2039","","","","1854","",""
"1919","","","","","5271","","7517","3601","","","5402","","","","","","","","1956","1154","","","","6406","6747","3853","","","","","","1629","","","","","2378","","","4122","","","6153","","","1647","","3024","","","2643","4481","","7605","","","","","","","2031","","","","","","","1468","1100","","","","","","3701","","","3219","","","","","1363","","","","","","","1859","","","","","","","","2399","","","","","","","","","","","1877","","","","","6570","4605","","8421","","","2534","1961","1932","","","1103","1870","","","","","","","","","","2244","","","","","913","","","4503","","","","","","","","","","","","1533","","","","4595","10450","","1962","","","","","",""
"1920","","","","","5536","","7597","3845","","","6315","","","","1594","","","","1932","1242","","","","6154","7364","4248","","","","","","1707","","","2589","3081","2378","","","4457","","","6363","","","1680","","3244","","","2942","5144","","7017","","","","","","","2284","2028","","1957","","","2724","1409","1012","","","","","","3789","","","2974","","","","","1429","","","","","","","1741","","","","","","","","2552","","","","","","","","","","","1786","","","","2007","6727","4739","","8992","","","2445","1954","2055","3000","","1470","1959","","","","465","","","","","","1932","","1487","","","917","","","4788","","","","","","","","","","","","1513","","","","3580","10153","","1903","","","1513","","",""
"1921","","","","","5533","","7828","4224","","","6465","","","","1594","","","","1849","1242","","","","5351","5999","3727","","","","","","1769","","","2475","3323","2302","","","4906","","","6099","","","1696","","3322","","","3003","4901","","6792","","","","","","","3057","2203","","1924","","","","1395","1082","4038","","","","","3660","","","3244","","","","","1474","","","","","","","1688","","","","","","","","2542","","","","1133","","","","","","","2172","","","","2083","7063","4222","","8174","","","2370","2004","1969","","","1440","2056","","","","504","","","","","","2182","","1466","","","838","","","4543","","","","","","","","","","","","1561","","","","3532","9675","","1846","","","1529","","",""
"1922","","","","","5796","","8072","4586","","","7034","","","","","","","","2002","1301","","","","6046","7182","3814","","","","","","1851","","","2695","3198","2275","","","5310","","","6641","","","1714","","3427","","","3280","5754","","7391","","","","","","","3129","2058","","2012","","","","1417","1117","4141","","","","","3928","","","3244","","","","","1493","","","","","","","1731","","","","","","","","2562","","","","","","","","","","","2405","","","","1878","7331","4570","","7716","","","2401","2144","2163","","","1433","2279","","","","561","","","","","","2884","","1516","","","974","","","4868","","","","","","","","","","","","1728","","","","3870","10010","","2000","","","1551","","",""
"1923","","","","","6213","","8276","4530","","","7226","","","","","","","","2008","1347","","","","6338","7670","4514","","","","","","1930","","","2434","3429","2249","","","4383","","","7267","","","1731","","3433","","","3486","5984","","7587","","","","","","","3169","2240","","1924","","","","1428","1070","4105","","","","","4248","","","3244","","","","","1506","","","","","","","1699","","","","","","","","2608","","","","","","","","","","","2052","","","","2010","7388","4870","","8199","","","2421","2255","1992","","","1453","2348","","","","606","","","","","","2952","","1554","","","1122","","","5023","","","","","","","","","","","999","1760","","","","4112","11071","","2096","","","1608","","",""
"1924","","","","","6464","","8635","5042","","","7393","","","","1635","","","","2077","1320","","","","6339","8196","4779","","","","","","2000","","","2724","3751","2327","","","5099","","","7218","","","1749","","3518","","","3545","6661","","7844","","","","","","","3279","2397","","1753","","","3048","1486","1111","4095","","","","","4324","","","3316","","","","","1422","","","","","","","1798","","","","","","","","2523","","","","","","","","","","","2044","","","","2098","7803","4787","","8198","","","2491","2429","2133","","","1403","2233","","","","606","","","","","","2888","","1623","","","1420","","","5365","","","","","","","","","","","1084","1889","","","","4258","11127","","2173","","","1699","2037","",""
"1925","","","","","6247","","8851","5367","","","7438","","","","1949","","","","2144","1298","","","","6918","8385","4903","","","","","","2000","","","2654","4154","2560","","","5630","","","6978","","","1765","","3725","","","3711","6641","","8199","","","","","","","3411","2327","","2042","","","3633","1497","1113","4101","","","","","4580","1078","","3414","","","","","1470","","","","","","","1892","","","","","","","","2640","","","","","","","","","","","1733","","","","2316","8019","4733","","8435","","","2514","2455","2109","","","1422","2305","","","","610","","","","","","3255","","1476","","","1776","","","5488","","","","","","","","","","","1199","1959","","","","4208","11150","","2289","","","1758","2171","",""
"1926","","","","","6366","","8883","5440","","","7626","","","","1978","","","","2157","1299","","","","7168","8656","4702","","","","","","2136","","","2872","4105","2431","","","5746","","","7329","","","1784","","3650","","","3813","6773","","7868","","","","","","","3475","2327","","1991","","","3446","1565","1137","4100","","","","","4576","","","3359","","","","","1530","","","","","","","2018","","","","","","","","2756","","","","1298","","","","","","","2179","","","","1983","8541","4750","","7818","","","2515","2662","2174","","","1461","2262","","","","668","","","","","","2686","","1706","","","1994","","","5756","","","","","","","","","","","1382","1954","","","","4548","11648","","2423","","","1854","2228","",""
"1927","","","","","6625","","8837","5587","","","7847","","","","1884","","","","2289","1366","","","","7726","9260","4544","","","","","","2270","","","2608","4387","2405","","","6282","","","7425","","","1836","","3959","","","4076","6621","","8472","","","","","","","3539","2453","","2161","","","3566","1645","1125","4229","","","","","4454","","","3347","","","","","1612","","","","","","","2010","","","","","","","","2590","","","","","","","","","","","2049","","","","1992","8773","4992","","7465","","","2528","2668","2177","","","1594","2627","","","","666","","","","","","1986","","1478","","","2077","","","5942","","","","","","","","","","","1248","1919","","","","5080","11532","","2461","","","1798","2271","",""
"1928","","","","","6840","","8690","5829","","","8191","","","","1934","","","","2356","1492","","","","8244","9659","5609","","","","","","2375","","","2686","4745","2275","","","6519","","","7627","","","1892","","3907","","","4315","7063","","8539","","","","","","","3561","2482","","2377","","","3849","1685","1125","4363","","","","","4693","","","3554","","","","","1493","","","","","","","2004","","","","","","","","2565","","","","","","","","","","","2537","","","","2523","9118","5241","","8195","","","2558","2796","2219","","","1561","2343","","","","646","","","","","","2361","","1682","","","2184","","","6113","","","","","","","","","","","1361","1934","","","","5176","11451","","2866","","","1929","2444","",""
"1929","","","1476","","6961","","8389","5896","","","8056","","","","1956","","","","2426","1465","","","","8074","9920","5679","1003","","","","","2399","","","2522","4849","2507","","","6457","","","8089","","","1948","","4173","","","4331","7508","","8772","","","","","","","3733","2742","","2303","","","3947","1702","1160","4501","","","","","4889","1116","","3665","","","","","1496","","","","","","","2130","","","","","","","","2424","","","","","","","","","","","3220","","","","2778","9068","5581","","8388","","","2605","3041","2252","3374","","1596","2566","","","","681","","","","","","3323","","1661","","","2209","","","6476","","","","","","1264","","","","","1554","1991","","","","5128","11954","","2942","","","2002","2386","",""
"1930","","","","","6503","","7504","5716","","","7936","","","","2031","","","","2281","1350","","","","7669","9969","4876","1012","","","","","2350","","","2592","4664","2378","","","6333","","","8513","","","1969","","3923","","","4250","7224","","8673","","","","","","","3599","2831","","2402","","","3832","1704","1157","4618","","","","","4631","","","3334","","","","","1637","","","","","","","2016","","","","","","","","2233","","","","","","","","","","","3148","","","","2246","8931","5781","","7906","","","2467","2651","2203","3178","","1726","2504","","","","671","","","","","","3049","","1667","","","2308","","","6755","","","","","","","","","","","1600","2021","","","","5950","10695","","2923","","","1935","2252","",""
"1931","","","","","5917","","6940","5241","","","7747","","","","2048","","","","2040","1294","","","","6382","10055","3904","1015","","","","","2308","","","2511","4477","1758","","","5821","","","8542","","","1929","","3787","","","4114","6751","","8190","","","","","","","3402","2582","","2402","","","3615","1568","1133","4737","","","","","4538","","","3321","","","","","1621","","","","","","","1918","","","","","","","","2268","","","","1438","","","","","","","3072","","","","2071","8265","5297","","7133","","","2383","2397","2168","2906","","1831","2600","","","","682","","","","","","2246","","1474","","","2330","","","6582","","","","","","","","","","","1669","1997","","","","4838","9931","","2904","","","1851","2128","",""
"1932","","","","","5614","","7275","4686","","","7343","","","","1943","","","","1879","1312","","","","5852","9752","2950","1039","","","","","2409","","","2265","4272","1629","","","5359","","","8239","","","1890","","3856","","","4065","6311","","8206","","","","","","","3649","2200","","2109","","","3494","1481","1130","4599","","","","","4602","","","3529","","","","","1621","","","","","","","1819","","","","","","","","1890","","","","","","","","","","","2792","","","","1863","8026","5526","","6897","","","2362","2268","2212","2643","","1837","2619","","","","618","","","","","","1954","","1313","","","2294","","","6325","","","","","","","","","","","1543","2066","","","","4450","8381","","2635","","","1655","2047","",""
"1933","","","","","5772","","7718","4516","","","7461","","","","2077","","","","1954","1387","","","","5372","10009","3618","923","591","","","","2514","","","2646","4068","1551","","","5668","","","8434","","","1890","","3690","","","4307","6757","","8411","","","","","","","3818","2165","","1940","","","3784","1470","1116","4463","","","","","4514","1154","","3787","","","","","1655","","","","","","","1833","","","","","","","","2071","","","","","","","","","","","2790","","","","2311","7900","5633","","7294","","","2365","2483","2181","2534","","1895","2761","","","","622","","","","","","2766","","1471","","","2380","","","6429","","","","","","","","","","","1718","1957","","","","4112","8048","","2923","","","1683","2268","",""
"1934","","","","","6129","","8066","4546","","","7371","","","","1876","","","","2099","1471","","","","5883","9997","4269","937","","","","","2432","","","2291","3894","1680","","","6150","","","8611","","","1890","","3783","","","4763","6682","","8939","","","","","","","3854","2410","","1860","","","3778","1465","1111","4594","","","","","4466","","","3756","","","","","1673","","","","","","","2008","","","","","","","","2176","","","","","","","","","","","2806","","","","2067","7659","5799","","7600","","","2391","2774","2149","2539","","1793","2844","","","","628","","","","","","3263","","1498","","","2598","","","6845","","","","","","","","","","","1731","2012","","","","4693","8667","","3038","","","1722","2514","",""
"1935","","","","","6296","","8477","4634","","","7801","","","","1992","","","","2173","1482","","","","6298","9479","4511","1007","","","","","2673","","","2434","3841","1809","","","6567","","","8735","","","1890","","3806","","","4930","6513","","9244","","","","","","","3953","2729","","1744","","","3939","1478","1084","4728","","","","","4670","","","3825","","","","","1760","","","","","","","1887","","","","","","","","2299","","","","","","","","","","","2688","","","","2043","7857","6057","","7905","","","2571","2986","1956","2546","","1996","2660","","","","674","","","","","","3676","","1629","","","2971","","","7160","","","","","","","","","","","1739","2169","","","","4790","9681","","3615","","","1672","2785","",""
"1936","","","","","6236","","8792","4774","","","7831","","","","2209","","","","2230","1591","","","","6574","9302","4584","1065","","","","","2780","","","2550","4143","1913","","","7095","","","8886","","","1908","","2876","","","5227","6765","","9620","","","","","","","3913","3674","","1741","","","4173","1543","1111","4865","","","","","4471","","","3986","","","","","1693","","","","","","","1873","","","","","","","","2444","","","","1336","","","","","","","2906","","","","1583","8273","6432","","9309","","","2507","3078","2174","2590","","2122","2428","","","","693","","","","","","3652","","1572","","","3174","","","7396","","","","","","","","","","","2034","2246","","","","4790","10568","","3904","","","1863","3048","",""
"1937","","","","","6575","","9159","5031","","","7908","","","","2410","","","","2381","1610","","","","7130","10039","5083","1034","","","","","2791","","","2872","4594","2042","","","7468","","","9035","","","1927","","2654","","","5485","7152","","9911","","","","","","","4414","3516","","1632","","","4053","1694","1078","4713","","","","","4879","","","4075","","","","","2006","","","","","","","1988","","","","","","","","2482","","","","","","","","","","","3162","","","","1672","8660","6684","","9726","","","2707","3070","2276","3052","","2470","2801","","","","717","","","","","","3967","","1699","","","3437","","","7579","","","","","","","","","","","2066","2212","","","","4935","11295","","3885","","","1868","3249","",""
"1938","","","","","6491","","9382","5673","","","7702","","","","2389","","","","2431","1643","","","","7246","9609","5070","1003","","","","","2938","","","2990","","2069","","","7960","","","9185","","","1948","","2636","","","5721","7119","","9988","","","","","","","4267","3545","","1698","","","4232","1655","1065","4865","","","","","4981","1549","","4257","","","","","1935","","","","","","","1953","","","","","","","","2479","","","","1180","","","","","","","2515","","","","1707","8368","6794","","10300","","","2625","3068","2295","3478","","2557","2785","","","","701","","","","","","3363","","1559","","","3427","","","7812","","","","","","1317","","","","","2209","2295","","","","5273","10526","","4289","","","1991","3118","",""
"1939","","","","","6612","","9318","6529","","","8209","","","","2672","","","","2488","1627","","","","7600","9836","5106","","","","","","3037","","","2976","","2042","","","8617","","","9553","","","1967","","2885","","","5432","7640","","9982","","","","","","","4205","3916","","1714","","","4524","1639","1074","4865","","","","","5246","","","4804","","","","","1611","","","","","","","1890","","","","","","","","2570","","","","","","","","","","","2565","","","","2042","8837","7079","","10297","","","2683","3037","2404","","","2494","2788","2858","","","711","","","","","","3912","","1651","","","3566","","","8370","","","","","","","","","","","2324","2200","","","","5322","11171","","4538","","","2072","3272","",""
"1940","","","","","6633","","9828","6311","","","7272","","","","2683","","","","2667","1610","","","","8557","9802","5177","","","","","","3021","","","2810","","2069","","","8612","","","8155","","","2050","","3170","","","5133","6443","","10928","","","","","","","3543","4371","","1782","","","4186","1766","1093","4865","","","","","5099","","","4882","","","","","1975","","","","","","","1994","","","","","","","","2560","","","","","","","","","","","2037","","","","2179","7701","6437","","10042","","","2651","3046","2402","","","2624","2574","2644","","","692","","","","","","","","1773","","","3417","","","7739","","","","","","","","","","","2146","1992","","","","4983","12005","","4769","","","","3419","",""
"1941","","","","","6861","","10820","6722","","","6947","","","","2386","","","","2823","1683","","","","9645","9217","5091","","","","","","2992","","","3097","","2198","","","9103","","","7291","","","2016","","3191","","","5295","5274","","11926","","","","","","","2987","4503","","1747","","","4186","1808","1101","4865","","","","","4967","","","4986","","","","","2107","","","","","","","2036","","","","","","","","2738","","","","","","","","","","","1973","","","","2354","7222","6554","","9770","","","2911","2997","","","","2621","2785","2627","","","711","","","","","","","","1714","","","","","","7511","","","","","","","","","","","1932","","","","","5225","13553","","4635","","","","3510","",""
"1942","","","","","6829","","11963","6349","","","6371","","","","2299","","","","2860","1584","","","","11210","8740","5161","","","","","","2920","","","2691","","2198","","","9149","","","7379","","","2056","","3394","","","5303","4752","","12176","","","","","","","2517","4463","","1557","","","4372","","1082","4865","","","","","4661","1546","","4939","","","","","1646","","","","","","","2109","","","","","","","","2817","","","","","","","","","","","2667","","","","2214","6546","6261","","10779","","","2896","2880","","","","2400","2723","2716","","","658","","","","","","","","1828","","","","","","7557","","","","","","","","","","","1994","","","","","4838","14870","","4001","","","","3548","",""
"1943","","","","","6666","","12278","6480","","","6228","","","","2346","","","","2922","1763","","","","11577","8643","5209","","","","","","2856","","","2644","","2069","","","9389","","","8097","","","2259","","3551","","","5893","4559","","12344","","","","","","","2115","2925","","1548","","","","","1113","4865","","","","","3931","1833","","4826","","","","","1686","","","","","","","2047","","","","","","","","2844","","","","","","","","","","","","","","","2373","6346","6089","","11043","","","2995","2876","","","","2462","2879","2710","","","746","","","","","","","","1970","","","","","","7779","","","","","","","","","","","1792","","","","","4693","16050","","4423","","","","3558","",""
"1944","","","","","7299","","11735","6618","","","6554","","","","2087","","","","2888","1785","","","","11864","8891","5209","","","","","","2970","","","2326","","2275","","","9698","","","8835","","","2230","","3676","","","5874","3861","","11803","","","","","","","1779","2775","","1545","","","","","1089","4865","","","","","3162","","","4816","","","","","","","","","","","","1839","","","","","","","","2998","","","","","","","","","","","","","","","2299","4222","5719","","10947","","","3156","3070","","","","","3017","2705","","","564","","","","","","","","1836","","","","","","7987","","","","","","","","","","","1696","","","","","5322","16999","","4769","","","","3610","",""
"1945","","","","","6943","","11026","2750","","","6907","","","","1710","","","","2966","1792","","","","11370","8839","5553","","","","","","3027","","","2573","","2275","","","7195","","","8075","","","2182","","3357","","","5499","4101","","11247","","","","","","","1495","2761","","1873","","1780","","","1058","4812","","","","","2831","","","3678","","","","","","","","","","","","1779","","","","","","","","3009","","","","","","","","","","","","","","","2259","4281","6344","","11043","","","3371","3131","","","","","2876","2550","","","383","","","","","","","","1741","","","","","","8201","","","","","","","","","","","1452","","","","","5418","16478","","5808","","","","3631","",""
"1946","","","","","7436","","10512","3118","","","7291","","","","","","","","2891","1934","","","","11048","10866","5918","","","","","","3215","","","2804","","2405","","","3534","","","9208","","","2381","","3473","","","5871","6145","","10751","","","","","","","2209","3191","","1969","","1776","2743","","991","4865","","","","","3805","2628","","2771","","","","","916","","","","","","","1674","","","","","","","","3124","","","","","","","","","","","","","","","2377","7104","6910","","11415","","","2899","3196","1030","","","","3073","2738","","","373","","","","","","","","1747","","","3049","","","9000","","","","","","","","","","","1831","","","","","5903","14822","","6655","","","","3684","",""
"1947","","","","","8112","","10622","3453","","","7651","","","","","","","","2797","1956","","","","11298","11021","5187","","","","","","3255","","","3245","","2560","","","3883","","","9620","","","2571","","3513","","","5925","6596","","10527","","","","","","","2810","3148","","2048","","1785","2828","","985","4929","","","","","4498","2410","","2711","","","","","937","","","","","","","1710","","","","","","","","3145","","","","","","","","","","","1704","","","","2310","8046","7753","","12506","","","2960","3231","1395","","","","3301","2326","","","475","","","","","","","","2173","","","3389","","","9709","","","","","","","","","","","1890","","","","","5757","14312","","6500","","","1930","3647","",""
"1948","","","","","8372","","11105","4406","","","8008","","","","2200","","","","2987","2096","","","","11261","11189","5939","","","","","","3268","","","3339","4922","2507","","","4517","","","9776","","","2844","","3478","","","6307","7002","","10753","","","","","","","2866","3169","","2045","","1784","3507","","983","5149","","","","","4814","","","2857","","","","","1099","","","","","","","1847","","","","","","","","3188","","","","","","","","","","","1889","","","","2460","8751","8199","","11045","","","2724","3282","1583","3439","","","3261","2300","","","1301","","","","","","","","2723","","","3829","","","9822","","","","","","","","","","","2098","","","","","5853","14734","","7712","","","2273","3848","",""
"1949","","","","","8045","","11536","5249","","","8278","","","","2400","","","","3083","2204","","","","11260","10944","5710","","","","","","3359","","","3384","5195","2482","","","5231","","","10351","","","2815","","3435","","","6604","7884","","11088","","","","","","","2979","3365","","2013","","1782","3752","1159","995","5426","","","","","5188","","","2867","","","","","1189","","","","","","","1911","","","","","","","","3276","","","","","","","","","","","2440","","","","2345","9373","8332","","11988","","","2732","3470","1634","3630","","","3279","2625","","","1063","","","","","","","","2432","","","4181","","","10127","","","","","","","","","","","1946","","","","","6531","14197","","7828","","","2463","3819","",""
"1950","1156","1677","1596","25182","7949","","11815","5907","","595","8706","1627","756","861","2632","3354","","","3011","2236","3390","489","1307","11622","11541","5880","799","1659","1070","909","1693","3432","534","1006","3129","5581","2638","2885","","6186","3459","980","11067","1637","2176","2970","1451","3464","","622","6779","8266","2958","11061","","1788","520","982","462","797","3052","3323","4082","2018","","1790","3953","1280","987","5504","2742","2174","8498","4490","5582","2115","2651","3062","","1038","","768","998","46031","697","3872","3151","620","1231","1997","631","","13378","","2319","","1516","3510","","728","1573","631","","677","1806","679","3942","516","2485","4009","983","1200","2565","9558","8655","802","13479","993","1025","2577","3679","1706","3900","3416","","3325","2391","1549","48436","824","","1020","3556","1309","2007","3572","902","2375","","1278","4529","","","10742","604","2632","3838","815","870","1302","","","5856","1777","2079","1460","676","1095","","7015","15240","","8462","1049","1452","2276","4041","1054","1117"
"1951","1170","1715","1666","26634","8086","","11966","6311","","618","9161","1597","776","862","3170","3483","","","3209","2279","3513","497","1339","12007","11878","6001","950","1686","1095","995","1726","3427","553","1019","3110","5617","2664","2782","","6704","3566","1066","11056","1780","2147","2925","1443","3790","","630","7286","8705","3049","11354","","1808","542","1015","489","827","3287","3263","3688","2066","","1788","4296","1356","993","5649","2668","2303","8080","5035","5958","2251","2702","3389","","1229","","775","991","47464","706","5150","3257","668","1254","2061","657","","12337","","2324","","1549","3673","","740","1642","711","","697","1841","698","4022","529","2295","4038","1004","1262","2657","9615","9038","816","12199","1036","969","2491","3867","1835","4001","3515","","3456","2373","1608","48653","1046","","1058","3784","1334","2042","3368","942","2361","","1274","4473","","","11077","623","2778","3609","834","885","1353","","","6207","1763","2299","1513","743","1023","","7548","16125","","9039","1078","1463","2335","4130","1097","1151"
"1952","1189","1755","1667","27490","7519","","11824","6323","","626","9035","1565","797","874","3017","3614","1894","","3237","2377","3655","504","1369","12486","12016","6252","1047","1714","1122","1065","1758","3529","559","1031","3370","5735","2844","3017","","7257","3585","1121","11086","1868","2193","3202","1435","4105","","636","7450","8869","3143","11303","","1728","550","1022","516","845","3272","3226","3846","2083","2738","1860","4403","1401","1003","5805","2597","2482","8823","4828","6371","2397","2751","3724","","1063","","803","1038","47856","714","5327","3277","697","1288","2093","666","","13162","","2327","","1581","3706","2150","752","1701","716","1784","719","1878","717","4002","540","2345","4066","1023","1323","3016","9698","9267","835","12427","1079","950","2557","3964","1890","4018","3730","","3445","2273","1669","47990","1031","","1071","3937","1363","2077","2342","958","2472","2032","1272","4682","","3934","11152","628","2821","4441","851","899","1385","","","6282","1945","2522","1639","740","1058","","7353","16444","","9309","1106","1473","2125","4175","1140","1154"
"1953","1240","1795","1736","29358","7769","","11963","6594","","641","9274","1492","816","872","3323","3747","1878","","2869","2418","3803","513","1400","12726","12471","6582","1157","1741","1148","1105","1790","3629","571","1044","3751","5649","2611","3274","","7818","3633","1073","11623","1790","2182","3185","1425","4066","","662","7415","9060","3237","11709","","1916","563","1036","547","867","3681","3239","3982","2184","2952","1771","4441","1451","1047","5973","2531","3394","8886","4638","6790","2695","2801","3944","","1009","","792","1317","49989","722","5968","3325","685","1326","2071","682","","13256","","2340","","1613","3602","2240","765","1779","724","1570","741","1911","736","4006","553","2295","4125","1042","1325","2997","10429","9540","877","12522","1127","1015","2649","4111","1999","4173","3937","","3663","2276","1733","49284","1148","","1090","4246","1388","2110","2794","982","2577","2348","1272","4803","","4106","11389","638","2868","4916","870","913","1490","","","6303","1983","2745","1728","697","1076","","8030","16917","","9500","1135","1482","2289","4264","1184","1211"
"1954","1245","1720","1785","31695","7938","","12419","7261","","665","9610","1505","838","872","3228","3883","1847","","2868","2531","3947","521","1431","12272","13171","6237","1049","1769","1175","1148","1822","3759","590","1030","3649","5821","2611","3287","","8364","3743","1098","11749","1833","2291","3352","1417","4328","","650","7973","9428","3335","12145","","2099","587","1068","652","901","3759","3194","4124","1997","3193","1884","4543","1517","1071","6048","2464","3926","9446","5378","7092","2962","2848","4116","","1095","","864","1373","52920","730","6668","3427","662","1364","2066","708","","13238","","2353","","1645","3851","2289","778","1844","668","1581","764","1924","756","4095","566","2375","4254","1063","1382","3178","11010","9923","886","13936","1173","1014","2681","4117","2085","4328","4081","","3814","2255","1801","51490","1165","","1127","4642","1417","2146","3202","1023","2536","2236","1325","4951","","4623","11799","658","2992","5504","888","928","1431","","","6239","1991","2609","1825","735","1033","","8273","16512","","10020","1167","1492","2335","4404","1231","1231"
